type,Name,Lat,Lng,dcode,dname
clinic,ฮันน่าคลินิกเวชกรรม,13.688849,100.6085844,1009,พระโขนง
clinic,คลินิกเวชกรรมหมอสมภพ,13.7895282,100.6085748,1045,วังทองหลาง
clinic,คลินิกเวชกรรมแพทย์พัฒนาการ 13,13.7380087,100.6085564,1034,สวนหลวง
clinic,คลินิกเวชกรรมแพทย์พัฒนาการ 13,13.7380087,100.6085564,1034,สวนหลวง
clinic,ยูเซ้นส์คลินิกเวชกรรม,13.7831055,100.608494,1045,วังทองหลาง
clinic,สมิทธิ์คลินิกเวชกรรม สาขา 2,13.7831055,100.608494,1045,วังทองหลาง
clinic,บีเอสคลินิกเวชกรรม,13.8005904,100.6084759,1038,ลาดพร้าว
clinic,เจนีวาคลินิกเวชกรรม,13.7911541,100.6084377,1045,วังทองหลาง
clinic,เสนานิคมคลินิกเวชกรรม,13.8290087,100.6084104,1038,ลาดพร้าว
clinic,พริมยาไพรม์คลินิกเวชกรรม,13.8029456,100.6083755,1038,ลาดพร้าว
clinic,เมดิไวน์คลินิกเวชกรรม,13.829759,100.6083614,1038,ลาดพร้าว
clinic,แอสตันคลินิกเวชกรรม,13.7771408,100.6083513,1045,วังทองหลาง
clinic,เสนานิคมคลินิกเวชกรรม,13.82902701,100.6083485,1038,ลาดพร้าว
clinic,รสิตาคลินิกเวชกรรม,13.7968504,100.6083442,1038,ลาดพร้าว
clinic,เจนเทิลคลินิกเวชกรรม,13.7920136,100.6083049,1045,วังทองหลาง
clinic,คลินิกเวชกรรมแพทย์พัฒนาการ 13,13.737928,100.6082916,1034,สวนหลวง
pharmacy_nhso,ร้านกนก ฟาร์มา เซน (ประชาอุทิศ),13.7613806,100.608275,1045,วังทองหลาง
clinic,คลินิกเวชกรรมมิตรสายหยุด,13.8836429,100.6082746,1005,บางเขน
clinic,คลินิกเวชกรรมมิตรสายหยุด,13.8837089,100.6082348,1005,บางเขน
clinic,เดอะดีว่าคลินิกเวชกรรม,13.7773564,100.6082222,1045,วังทองหลาง
clinic,บี.แคร์เมเดิคอลคลินิกเวชกรรม,13.8977019,100.6081772,1005,บางเขน
clinic,อัสเธอร์คลินิกเวชกรรม,13.7877782,100.6081091,1045,วังทองหลาง
clinic,มอนเต้ คลินิกเวชกรรม,13.7812321,100.6080735,1045,วังทองหลาง
clinic,โรสเซสคลินิกเวชกรรม,13.8892494,100.6080211,1005,บางเขน
clinic,รัสมิ์ภูมิคลินิกเวชกรรม,13.8010186,100.6079897,1038,ลาดพร้าว
clinic,บีมีคลินิกเวชกรรม,13.7889587,100.6079104,1045,วังทองหลาง
clinic,กิตติกาลคลินิกเวชกรรม,13.8056907,100.6078682,1038,ลาดพร้าว
clinic,คลินิกเวชกรรมเดอะซีพลัส บางนา,13.672555,100.607865,1047,บางนา
clinic,เอ็มดีคลินิกเวชกรรม สาขาลาดพร้าว 71,13.7871392,100.6078262,1045,วังทองหลาง
clinic,โรงพยาบาลทั่วไปขนาดเล็ก เอส วาย เอช,13.8822113,100.6076266,1005,บางเขน
clinic,โรงพยาบาลทั่วไปขนาดเล็ก เอส วาย เอช,13.8820077,100.6075819,1005,บางเขน
clinic,คลินิกเวชกรรมเดอะซีพลัส บางนา,13.6726319,100.6074879,1047,บางนา
hospital_private,โรงพยาบาลแพทย์ปัญญา,13.743895,100.607477,1034,สวนหลวง
clinic,ณัฏฐากรการแพทย์คลินิกเวชกรรม,13.8929462,100.6073783,1005,บางเขน
clinic,คลินิกเวชกรรมเอเพ็กซ์ สาขาวิสดอม วัน โอ วัน,13.6990945,100.6073109,1009,พระโขนง
clinic,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 11,13.8211998,100.607291,1038,ลาดพร้าว
clinic,พรทิวาคลินิกเวชกรรม,13.7896989,100.6072569,1045,วังทองหลาง
clinic,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 11,13.8211647,100.6072512,1038,ลาดพร้าว
clinic,แอล เอ็ม พลัส คลินิกเวชกรรม,13.6993713,100.607201,1009,พระโขนง
community_healthcenter,ศูนย์สุขภาพชุมชนร่วมพัฒนาบ้านป่า,13.7330323,100.6071202,1034,สวนหลวง
community_healthcenter,ศูนย์สุขภาพชุมชนนูรุ้ลอิบาด๊ะห์,13.74604857,100.6071073,1006,บางกะปิ
community_healthcenter,ศูนย์สุขภาพชุมชนเปรมประชา,13.94354988,100.6070397,1036,ดอนเมือง
clinic,รวมแพทย์คลินิกเวชกรรม,13.8929738,100.6070251,1005,บางเขน
clinic,แก้วเจ้าจอมคลินิกเวชกรรม,13.80135,100.6070037,1038,ลาดพร้าว
clinic,บีเอ็นเคคลินิกเวชกรรม,13.7891667,100.6069483,1045,วังทองหลาง
clinic,วิสิฐคลินิกเวชกรรม,13.7341858,100.6068873,1034,สวนหลวง
hospital_private,โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,13.677134,100.606817,1047,บางนา
clinic,โซสมายส์คลินิกเวชกรรม,13.820088,100.606794,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนประสาทศีล,13.73032295,100.6067597,1034,สวนหลวง
clinic,เอสคลินิกเวชกรรม,13.8521887,100.6066249,1005,บางเขน
clinic,คลินิกพหล 48 การแพทย์,13.8845556,100.6066145,1005,บางเขน
clinic,คลินิกเวชกรรมสมบัติคลินิกการแพทย์,13.8923813,100.6064472,1005,บางเขน
clinic,เอ็มแอนด์ดีคลินิกเวชกรรม,13.6982633,100.6062289,1009,พระโขนง
clinic,คลิ้นท์เมดิคอล คลินิกเวชกรรม,13.7880427,100.6062027,1045,วังทองหลาง
clinic,คลินิกเวชกรรมนายแพทย์ครรชิตเทพ,13.7880526,100.6061594,1045,วังทองหลาง
community_healthcenter,ศูนย์สุขภาพชุมชนกรมอุตุนิยมวิทยา,13.66714432,100.6060994,1047,บางนา
clinic,ปริ๊นเซสคลินิกเวชกรรม,13.7684856,100.6060419,1045,วังทองหลาง
clinic,ลุคแอทมีคลินิกเวชกรรม,13.6966572,100.605954,1009,พระโขนง
clinic,ละมุนพรรณคลินิกเวชกรรม,13.7325159,100.6058225,1034,สวนหลวง
pharmacy_nhso,คลังยาอะวีต้า,13.734924,100.605806,1034,สวนหลวง
clinic,เคสหคลินิก สาขาสุขุมวิท93,13.6992463,100.6057928,1009,พระโขนง
healthcenter,ศูนย์บริการสาธารณสุข 32 มาริษ ตินตมุสิก,13.68460867,100.6057469,1009,พระโขนง
clinic,เคสหคลินิก สาขาสุขุมวิท 93,13.6993611,100.6057239,1009,พระโขนง
clinic,เฌอคลินิกเวชกรรม สาขาเดอะวอร์คเกษตรนวมินทร์,13.840346,100.605565,1038,ลาดพร้าว
clinic,ต้นทิพย์คลินิกเวชกรรม,13.6968,100.6055,1009,พระโขนง
clinic,นภัสรีย์คลินิกเวชกรรม,13.6968,100.6055,1009,พระโขนง
clinic,ศรัณย์แคร์คลินิกเวชกรรม สาขาสุขุมวิท 54,13.6968,100.6055,1009,พระโขนง
clinic,สหคลินิกมูลนิธิไลออนส์ในประเทศไทย,13.6968,100.6055,1009,พระโขนง
clinic,เดอโอร่าคลินิกเวชกรรม,13.6968,100.6055,1009,พระโขนง
clinic,พาวินคลินิกเวชกรรม,13.8715628,100.6054356,1005,บางเขน
pharmacy_nhso,ร้าน จันทรเภสัช,13.76066,100.605391,1045,วังทองหลาง
pharmacy_nhso,ร้านขายยาเพรียว (Pure) สาขาดอนเมือง,13.901713,100.605371,1036,ดอนเมือง
clinic,มินท์มันตาคลินิกเวชกรรม,13.8704808,100.6053257,1005,บางเขน
clinic,เดอะไลน์คลินิกเวชกรรม,13.67098341,100.6052694,1047,บางนา
community_healthcenter,ศูนย์สุขภาพชุมชนพูนสิน,13.68088939,100.6052219,1047,บางนา
clinic,ทีเอ็มคลินิกเวชกรรม,13.8491478,100.6051243,1005,บางเขน
clinic,อัสลามคลินิกเวชกรรม,13.786667,100.6050897,1045,วังทองหลาง
clinic,ดิ ออริจิ้น คลินิกเวชกรรม,13.8402529,100.6050336,1038,ลาดพร้าว
clinic,คลินิกเวชกรรมกล้วยน้ำไท สาขาลาดพร้าว 80,13.78750732,100.6050175,1045,วังทองหลาง
clinic,อินไซท์คลินิกเวชกรรม,13.8295738,100.6050042,1038,ลาดพร้าว
clinic,สุพจน์คลินิกเวชกรรม,13.7883718,100.6049894,1045,วังทองหลาง
clinic,อัสลามการแพทย์คลินิกเวชกรรม,13.7866995,100.6049471,1045,วังทองหลาง
clinic,คลินิกเวชกรรมกล้วยน้ำไท สาขาลาดพร้าว 80,13.7843705,100.6049236,1045,วังทองหลาง
clinic,ทีโมนี่คลินิกเวชกรรม,13.8421301,100.6048686,1038,ลาดพร้าว
clinic,ซิสเตอร์คลินิกเวชกรรม,13.7886705,100.6048605,1045,วังทองหลาง
clinic,เดอะวิคตอเรียคลินิกเวชกรรม,13.8897948,100.6048597,1005,บางเขน
community_healthcenter,ศูนย์สุขภาพชุมชนลาดพร้าว 91,13.7671243,100.6048283,1045,วังทองหลาง
clinic,แข็งแรงคลินิกเวชกรรม,13.88975399,100.6048194,1005,บางเขน
clinic,แข็งแรงคลินิกเวชกรรม,13.8897084,100.6048174,1005,บางเขน
clinic,หมอไนซ์คลินิกเวชกรรม,13.8491368,100.6047312,1005,บางเขน
clinic,กรุงเทพคลินิกเวชกรรม,13.6977557,100.6046599,1009,พระโขนง
clinic,กราเทียร์คลินิกเวชกรรม,13.7673567,100.6045785,1045,วังทองหลาง
clinic,เคเคเอ็นคลินิกเวชกรรม,13.7673567,100.6045785,1045,วังทองหลาง
clinic,ปิยธิดาคลินิกเวชกรรม,13.7673567,100.6045785,1045,วังทองหลาง
clinic,รวี คลินิกเวชกรรม,13.7655411,100.6045587,1045,วังทองหลาง
clinic,คลินิกผิวหนัง-บางจาก,13.6980721,100.6045354,1009,พระโขนง
clinic,ไอดีอีคลินิกเวชกรรม,13.672029,100.6045266,1047,บางนา
community_healthcenter,ศูนย์สุขภาพชุมชนลาดพร้าว 80 แยก 11,13.78258476,100.6042494,1045,วังทองหลาง
clinic,นวรัตน์คลินิกเวชกรรม,13.886612,100.604239,1005,บางเขน
clinic,ลูมิแนนซ์คลินิกเวชกรรม,13.8702686,100.6042334,1005,บางเขน
clinic,ทูทัสคลินิกเวชกรรม,13.870238,100.6042161,1005,บางเขน
community_healthcenter,ศูนย์สุขภาพชุมชนร่วมมิตรแรงศรัทธา,13.89611484,100.6041305,1036,ดอนเมือง
clinic,คลินิกเวชกรรมพหลโยธิน 48/1,13.88680395,100.6040898,1005,บางเขน
clinic,เอ็นแอลบีคลินิกเวชกรรม,13.7658358,100.6040742,1045,วังทองหลาง
clinic,คิวคลินิกเวชกรรม,13.7892834,100.6040687,1045,วังทองหลาง
community_healthcenter,ศูนย์สุขภาพชุมชนร่วมสามัคคี,13.76577345,100.6040607,1045,วังทองหลาง
clinic,วิลาวัณย์คลินิกเวชกรรม,13.789255,100.6040423,1045,วังทองหลาง
clinic,ศรีสุกรีคลินิกเวชกรรม,13.7004639,100.6039108,1009,พระโขนง
clinic,พิชยาคลินิกเวชกรรม,13.8218094,100.6038759,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนศาลาลอย,13.72500897,100.6038295,1039,วัฒนา
clinic,คลินิกเวชกรรมหมอศักดา,13.8856692,100.6037452,1005,บางเขน
clinic,ลาดปลาเค้าคลินิกเวชกรรม,13.84697,100.6035004,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนซอยโรงน้ำแข็ง,13.80238542,100.6034413,1038,ลาดพร้าว
clinic,ด็อกเตอร์ดรีมคลินิกเวชกรรม,13.6962315,100.6034031,1009,พระโขนง
community_healthcenter,ศูนย์สุขภาพชุมชนริมทางด่วน (บางนา),13.67809943,100.603345,1047,บางนา
community_healthcenter,ศูนย์สุขภาพชุมชนพัฒนากองแก้ว,13.72636975,100.6030714,1039,วัฒนา
clinic,คลินิกเวชกรรมกนกกรการแพทย์,13.8215437,100.6030512,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนบึงพระราม 9,13.75095681,100.6029334,1017,ห้วยขวาง
clinic,แอลเซร่าคลินิกเวชกรรม,13.6983522,100.6028496,1009,พระโขนง
clinic,โกลว์คลินิกเวชกรรม,13.68213,100.6028053,1009,พระโขนง
clinic,ด็อกเตอร์แอปเปิ้ลคลินิกเวชกรรม,13.68213,100.6028053,1009,พระโขนง
clinic,เมธัชคลินิกเวชกรรม,13.7915346,100.6027273,1045,วังทองหลาง
clinic,คลินิกเวชกรรมรามคำแหง 39,13.76530632,100.6026661,1045,วังทองหลาง
clinic,คลินิกเวชกรรมกล้วยน้ำไท สาขาเพลินจิต,13.7357151,100.6026466,1039,วัฒนา
pharmacy_nhso,เอ็กซ์ต้า พลัส สาขาลาซาล (สุขุมวิท 105),13.6623579,100.6026389,1047,บางนา
clinic,คลินิกเวชกรรมรามคำแหง 39,13.7653301,100.6025144,1045,วังทองหลาง
clinic,บางเขนการแพทย์คลินิกเวชกรรม,13.8854579,100.6023831,1005,บางเขน
clinic,คลินิกเวชกรรมท่าอากาศยานดอนเมือง,13.9211912,100.6022912,1036,ดอนเมือง
clinic,เอส ที ดี คลินิกการแพทย์ 2,13.9211912,100.6022912,1036,ดอนเมือง
clinic,คลินิกเวชกรรมพหลโยธิน 48\/1,13.8852325,100.6021783,1005,บางเขน
clinic,บางกอกเฮลธ์คลินิกเวชกรรม,13.6967762,100.6021553,1009,พระโขนง
clinic,เวชกาญจน์คลินิก,13.831819,100.6021161,1038,ลาดพร้าว
clinic,เสนาเวชการคลินิกเวชกรรม,13.8315351,100.6018998,1038,ลาดพร้าว
clinic,เฮเลนคลินิกเวชกรรม,13.8023283,100.6018692,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนบึงพระราม 9 พัฒนา,13.75259121,100.6017979,1017,ห้วยขวาง
pharmacy_nhso,บู๊ทส์-ฮาบิโตะ,13.71322,100.601716,1039,วัฒนา
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านพลับพลา,13.76081738,100.6016966,1045,วังทองหลาง
clinic,พี แองเจิล คลินิกเวชกรรม,13.8749551,100.6016879,1005,บางเขน
clinic,ริเวียร่าแบงคอคคลินิกเวชกรรม,13.6974931,100.6016714,1009,พระโขนง
clinic,จินตรักษ์คลินิกเวชกรรม (สาขาสุขุมวิท 26),13.7057077,100.6016521,1039,วัฒนา
clinic,ดิอิ้งค์คลินิกเวชกรรม,13.7057077,100.6016521,1039,วัฒนา
clinic,บีคายด์คลินิกเวชกรรม,13.7057077,100.6016521,1039,วัฒนา
clinic,แพลนคลินิกเวชกรรม สาขาบางนา,13.7057077,100.6016521,1039,วัฒนา
clinic,ยูยูเอ็มคลินิกเวชกรรม,13.7057077,100.6016521,1039,วัฒนา
clinic,เอสเทคลินิกเวชกรรม,13.7057077,100.6016521,1039,วัฒนา
clinic,ไอดีไลฟ์โฮลิสติกเวลเนสคลินิกเวชกรรม,13.7057077,100.6016521,1039,วัฒนา
clinic,โฮมมี่คลินิกเวชกรรม,13.7057077,100.6016521,1039,วัฒนา
pharmacy_nhso,เอ็กซ์ต้า พลัส สาขาแบริ่งมอลล์,13.6612576,100.6016406,1047,บางนา
pharmacy_nhso,ร้านขายยาเพรียว (Pure) สาขาอ่อนนุช,13.709206,100.601539,1039,วัฒนา
clinic,คลินิกเวชกรรมอัญชัญ (1005),13.8837906,100.6014931,1005,บางเขน
clinic,รีนิว คลินิกเวชกรรม,13.7055304,100.6014416,1039,วัฒนา
clinic,เอซีอีคลินิกเวชกรรม,13.70536539,100.6014169,1039,วัฒนา
clinic,คลินิกเวชกรรมฐิติญา รามคำแหง 36\/1,13.7453442,100.6014073,1034,สวนหลวง
clinic,เสนานิคมคลินิกเวชกรรม,13.8318019,100.6013054,1038,ลาดพร้าว
clinic,เคคลินิกเวชกรรม สาขาอ่อนนุช,13.7099427,100.6012911,1039,วัฒนา
clinic,เมืองทองโพลีคลินิกเวชกรรม,13.740332,100.601228,1034,สวนหลวง
clinic,คลินิกเวชกรรมลาดปลาเค้า 37,13.8430287,100.601213,1038,ลาดพร้าว
clinic,ณัชชาคลินิกสุขุมวิทการแพทย์,13.7099563,100.6011368,1039,วัฒนา
clinic,เคคลินิกเวชกรรม สาขาอ่อนนุช,13.7099278,100.6011296,1039,วัฒนา
pharmacy_nhso,นครเภสัช,13.710066,100.601099,1039,วัฒนา
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านอมรพันธ์ 9,13.83015142,100.6009395,1038,ลาดพร้าว
clinic,ไชยแพทย์เวชกรรมคลินิก,13.8831518,100.6009291,1005,บางเขน
clinic,ไอคอนนิกคลินิกเวชกรรม,13.7422508,100.6009182,1034,สวนหลวง
clinic,คลินิกเวชกรรมรีวิวลิ่ง,13.7055123,100.6008805,1033,คลองเตย
clinic,เวอร์เทียร์คลินิกเวชกรรม,13.7055123,100.6008805,1033,คลองเตย
clinic,ด็อกเตอร์เวลเนสคลินิกเวชกรรม,13.712813,100.6008741,1039,วัฒนา
clinic,เอ็นนีวันคลินิกเวชกรรม,13.7104568,100.6007495,1039,วัฒนา
clinic,เดอะแซปคลินิกเวชกรรม,13.6588314,100.6006344,1047,บางนา
clinic,เอพริลคลินิกเวชกรรม,13.6588314,100.6006344,1047,บางนา
clinic,ชีวาน่าคลินิกเวชกรรม,13.8486862,100.6005897,1005,บางเขน
clinic,มีนาคลินิกเวชกรรม,13.8486862,100.6005897,1005,บางเขน
clinic,วิสดอมคลินิกเวชกรรม,13.8486862,100.6005897,1005,บางเขน
pharmacy_nhso,วัตสันฟาร์มาซี สาขาโลตัส สุขุวิท 50,13.705039,100.600478,1033,คลองเตย
clinic,สวัสดีคลินิกเวชกรรม,13.8845897,100.6004687,1005,บางเขน
pharmacy_nhso,บู๊ทส์ - โลตัส หลักสี่,13.87947,100.600468,1005,บางเขน
clinic,คลินิกเวชกรรมเสนา,13.8317067,100.6003323,1038,ลาดพร้าว
clinic,วาวคลินิกเวชกรรม,13.9317766,100.6003064,1036,ดอนเมือง
clinic,คลินิกเวชกรรมเบล่าโกลว์,13.8257045,100.6002949,1038,ลาดพร้าว
pharmacy_nhso,ร้านยาเอ็กซ์ต้า พลัส สาขาปรีดี 14,13.720002,100.600142,1039,วัฒนา
clinic,คลินิกเวชกรรม,13.7079931,100.600103,1039,วัฒนา
clinic,ภารินคลินิกเวชกรรม,13.8147436,100.6000289,1038,ลาดพร้าว
clinic,ด๊อกเตอร์พีทคลินิกเวชกรรม,13.7173814,100.5999507,1039,วัฒนา
clinic,ไลฟ์ลี่คลินิกเวชกรรม สาขาฮาบิโตะ,13.7173814,100.5999507,1039,วัฒนา
clinic,คลินิกเวชกรรมลาดพร้าว 64,13.788847,100.599885,1045,วังทองหลาง
clinic,ซีลคลินิกเวชกรรม,13.788847,100.599885,1045,วังทองหลาง
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านสังสิทธิ์,13.81352659,100.5998824,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนลาดพร้าว 64,13.78939293,100.5998104,1045,วังทองหลาง
clinic,คลินิกเวชกรรมลาดพร้าว 64 การแพทย์,13.7867537,100.599708,1045,วังทองหลาง
clinic,สกาวคลินิกเวชกรรม,13.7088904,100.5996763,1039,วัฒนา
clinic,คลินิกเวชกรรมโรเซทต้าคลีนิก,13.7091143,100.5996432,1039,วัฒนา
community_healthcenter,ศูนย์สุขภาพชุมชนปิ่นเจริญ 2,13.9350122,100.5995587,1036,ดอนเมือง
pharmacy_nhso,ร้านยาเอ็กซ์ต้า พลัส สาขาลาดพร้าว 64 แยก 7,13.7890609,100.5995537,1045,วังทองหลาง
clinic,คลินิกเวชกรรมแพทย์โชคชัย 4,13.8093104,100.5995204,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนสุเหร่าบางมะเขือ,13.71572704,100.5994673,1039,วัฒนา
clinic,เอ็มคลินิกเวชกรรม,13.733486,100.5994339,1039,วัฒนา
clinic,เจยังคลินิกเวชกรรม,13.7063342,100.5994301,1033,คลองเตย
clinic,หมออารีคลินิกเวชกรรม,13.8441945,100.599317,1038,ลาดพร้าว
clinic,ซงฮวาคลินิกเวชกรรม,13.6627743,100.5993055,1047,บางนา
clinic,สรณคมน์คลินิกเวชกรรม,13.92833397,100.5993004,1036,ดอนเมือง
clinic,ธาระคลินิกเวชกรรม,13.7412554,100.5992692,1034,สวนหลวง
clinic,สรณคมน์คลินิกเวชกรรม,13.9282872,100.5992138,1036,ดอนเมือง
clinic,เชอริต้าคลินิกเวชกรรม,13.7890311,100.5991678,1045,วังทองหลาง
clinic,ออร่าเดลล่าคลินิกเวชกรรม,13.789032,100.5991123,1045,วังทองหลาง
clinic,เมแกนคลินิกเวชกรรม,13.8315911,100.5990394,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนข้างสะพานคลองตัน,13.7370621,100.5990201,1039,วัฒนา
clinic,ชลัมพ์คลินิกเวชกรรม,13.9250066,100.5989812,1036,ดอนเมือง
clinic,คลินิกเวชกรรมเสนานิคม 1 การแพทย์,13.8317315,100.5989655,1038,ลาดพร้าว
clinic,ไดมอนด์คลินิกเวชกรรม,13.7088166,100.5989499,1033,คลองเตย
community_healthcenter,ศูนย์สุขภาพชุมชนร่วมพัฒนา,13.66140568,100.5989246,1047,บางนา
clinic,1005การแพทย์คลินิกเวชกรรม,13.8859929,100.5988148,1005,บางเขน
clinic,อาคิคลินิกเวชกรรม,13.767607,100.5988126,1045,วังทองหลาง
community_healthcenter,ศูนย์สุขภาพชุมชนเพชรพระราม,13.74384372,100.5986593,1017,ห้วยขวาง
clinic,ลลลนาคลินิกเวชกรรม,13.7361405,100.5986576,1039,วัฒนา
clinic,คลินิกเวชกรรม1005,13.8885577,100.598614,1005,บางเขน
clinic,ด็อกเตอร์โทนี่คลินิกเวชกรรม,13.8323338,100.5985013,1038,ลาดพร้าว
clinic,สมิติเวชดอนเมืองคลินิกเวชกรรม,13.9122197,100.5984676,1036,ดอนเมือง
clinic,เวนิต้าคลินิกเวชกรรม สาขาดอนเมืองสรงประภา,13.9243297,100.5984522,1036,ดอนเมือง
clinic,สรงประภา 26 คลินิกเวชกรรม,13.9243297,100.5984522,1036,ดอนเมือง
pharmacy_nhso,ร้าน กระปุกยา,13.765429,100.598432,1045,วังทองหลาง
pharmacy_nhso,ร้านขายยา เทสโก้โลตัส ฟาร์มาซี สาขาสุขุมวิท 50,13.705318,100.598412,1033,คลองเตย
clinic,เดอะคลีนิกค์คลินิกเวชกรรม สาขาเดอะพรอมานาด,13.8741603,100.5983895,1005,บางเขน
clinic,พุทธานุภาพคลินิกเวชกรรม,13.84362693,100.5983779,1038,ลาดพร้าว
clinic,พุทธานุภาพคลินิกเวชกรรม,13.8436125,100.5983646,1038,ลาดพร้าว
clinic,เดอะบาลานซ์คลินิกเวชกรรม,13.8800573,100.598341,1005,บางเขน
clinic,นิติพลคลินิกเวชกรรม สาขาดอนเมือง,13.9241794,100.5982387,1036,ดอนเมือง
pharmacy_nhso,เอ็กซ์ต้า พลัส สาขาไปรษณีย์บางนา,13.675014,100.598212,1047,บางนา
healthcenter,ศูนย์บริการสาธารณสุข 34 โพธิ์ศรี,13.69619161,100.5979496,1009,พระโขนง
clinic,คลินิกเวชกรรมแพทย์ 2000 สาขาสะพานใหม่,13.8797658,100.5978917,1005,บางเขน
community_healthcenter,ศูนย์สุขภาพชุมชนพัฒนาบ้านสามอิน,13.73001925,100.5978443,1039,วัฒนา
clinic,กู๊ดไลฟ์คลินิกเวชกรรม,13.7348248,100.5978087,1039,วัฒนา
clinic,บางกอกเมดิคอลคลินิกเวชกรรม,13.782368,100.5977629,1045,วังทองหลาง
community_healthcenter,ศูนย์สุขภาพชุมชนซอยพึ่งบุญ,13.67325449,100.5977473,1047,บางนา
clinic,คลินิกแพทย์สุรชัย-สุกัญญา,13.7926209,100.5976079,1045,วังทองหลาง
clinic,ตรีสุรางค์คลินิกเวชกรรม,13.7924771,100.5976072,1045,วังทองหลาง
community_healthcenter,ศูนย์สุขภาพชุมชนมีสุวรรณ 2,13.7160107,100.5975369,1039,วัฒนา
community_healthcenter,ศูนย์สุขภาพชุมชนกุศลศิลป์,13.67840869,100.5974493,1047,บางนา
clinic,ปกป้องคลินิกเวชกรรม,13.7889709,100.597434,1045,วังทองหลาง
clinic,คลินิกเวชกรรมวรเวช,13.791967,100.597413,1045,วังทองหลาง
clinic,บัวยาคลินิกเวชกรรม,13.9230052,100.5971322,1036,ดอนเมือง
clinic,มัลเบอร์รีคลินิกเวชกรรม,13.782162,100.5970522,1045,วังทองหลาง
community_healthcenter,ศูนย์สุขภาพชุมชนมีสุวรรณ 3,13.71691809,100.5969975,1039,วัฒนา
clinic,คลินิกเวชกรรมสุวิทย์การแพทย์,13.698245,100.596987,1009,พระโขนง
clinic,คลินิกเวชกรรมโชคชัย 4 การแพทย์,13.8043322,100.5968529,1038,ลาดพร้าว
clinic,ชีวจิตโฮมคลินิกเวชกรรม,13.8236374,100.5968281,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนซอยโปษยานนท์,13.66241364,100.5968054,1047,บางนา
pharmacy_nhso,เฮลตี้เมท ฟาร์มาซี,13.774746,100.596774,1045,วังทองหลาง
clinic,คลินิกเวชกรรมบัณฑิตการแพทย์,13.9337235,100.5967218,1036,ดอนเมือง
community_healthcenter,ศูนย์สุขภาพชุมชนหน้าโรงเรียนบางจาก,13.69576895,100.596642,1009,พระโขนง
hospital_public,สถาบันพัฒนาสุขภาวะเขตเมือง,13.872174,100.596606,1005,บางเขน
pharmacy_nhso,ร้านโชคชัย 4 เภสัช,13.8055,100.596578,1038,ลาดพร้าว
clinic,คลินิกเวชกรรมแพทย์สุวรรณ,13.8891722,100.5965381,1005,บางเขน
community_healthcenter,ศูนย์สุขภาพชุมชนเกาะกลาง,13.70960088,100.5963101,1033,คลองเตย
community_healthcenter,ศูนย์สุขภาพชุมชนกลางนา,13.66467671,100.5962937,1047,บางนา
clinic,แพทย์ธนะบูลย์คลินิกเวชกรรม,13.7297681,100.5962592,1039,วัฒนา
pharmacy_nhso,เอ็กซ์ต้า พลัส สาขาสหการประมูล,13.7699444,100.5962589,1045,วังทองหลาง
clinic,กลามอร์คลินิกเวชกรรม,13.8183068,100.5962285,1038,ลาดพร้าว
community_healthcenter,ศูนย์สุขภาพชุมชนชวาลา,13.73816487,100.5962259,1039,วัฒนา
clinic,เดอร์บียอนคลินิกเวชกรรม,13.821788,100.596169,1038,ลาดพร้าว
clinic,ที-สตาร์ เจริแอทริก คลินิกเฉพาะทางด้านเวชกรรมอายุรศาสตร์,13.6749523,100.5961237,1047,บางนา
clinic,วาสุกรีการแพทย์ คลินิกเวชกรรม 1,13.81461,100.5960587,1038,ลาดพร้าว
clinic,อัสเธอร์คลินิกเวชกรรม สาขาแฮปปี้อเวนิว,13.9252661,100.5958058,1036,ดอนเมือง
clinic,หมอบุญเถื่อนคลินิกเวชกรรม,13.8041,100.595757,1038,ลาดพร้าว
clinic,คลินิกเวชกรรมนีโอ,13.7115343,100.5956322,1033,คลองเตย
clinic,แพทย์กวีคลินิกเวชกรรม,13.7172595,100.5954618,1039,วัฒนา
clinic,ดอนเมืองคลินิกเวชกรรม,13.9248731,100.5954427,1036,ดอนเมือง
clinic,มิลเลทคลินิกเวชกรรม,13.7956578,100.5952917,1045,วังทองหลาง
clinic,เมดิวิซาจคลินิกเวชกรรม,13.7490011,100.5952646,1017,ห้วยขวาง
clinic,เดอะแกรนด์คลินิกเวชกรรม,13.7962014,100.5951351,1045,วังทองหลาง
